post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
114978695.m42-earthquake-in-syria-widely-felt,2023-04-15T12:59:59.405Z,true,2023-04-15T12:59:59.523Z,2023-04-15T12:59:59.523Z,newsletter,everyone,"M4.2 earthquake in Syria widely felt in Beirut, Damascus ","This earthquake was either on the Dead Sea Fault, or in the Palmyrides to the east.",
114752404.very-deep-m7-earthquake-east-of-java,2023-04-14T10:56:15.091Z,true,2023-04-14T10:56:15.160Z,2023-04-14T10:56:15.160Z,newsletter,only_paid,"Very deep M7 earthquake north of Java felt across the island, but not dangerous",The ultra deep earthquake occurred within the subducting Australian plate.,
114675798.hot-water-is-spewing-out-of-the-cascadia,2023-04-14T02:17:22.942Z,true,2023-04-14T02:17:23.006Z,2023-04-14T02:17:23.006Z,newsletter,only_paid,Hot water is spewing out of the Cascadia subduction zone. Is that a sign of new danger?,Nope.,
114361812.2023-turkey-syria-earthquakes-cause,2023-02-21T19:08:00.002Z,true,,,newsletter,only_paid,2023 Turkey-Syria earthquakes cause fear in Cyprus,,
114361811.why-dont-we-have-better-global-seismic,2023-02-18T13:14:00.004Z,true,,,newsletter,only_paid,"Why don't we have better, global seismic networks?",,
114361810.why-communicating-science-after,2023-02-20T14:14:00.000Z,true,,,newsletter,only_paid,Why communicating science after a disaster is important - and how to do it,,
114361809.the-historic-record-of-earthquakes-is,2023-02-13T13:04:00.002Z,true,,,newsletter,only_paid,The historic record of earthquakes is incomplete - so how DO we estimate hazard?,,
114361808.dams-built-along-fault-lines-create-new,2023-02-16T21:52:00.006Z,true,,,newsletter,only_paid,Dams built along fault lines create new hazard,,
114361807.how-does-seismic-hazard-vary-across,2023-02-19T12:16:00.005Z,true,,,newsletter,only_paid,How does seismic hazard vary across Istanbul? Thoughts and questions about site effects.,,
114361806.focal-mechanisms-of-2023-turkey-syria,2023-02-22T21:13:00.004Z,true,,,newsletter,only_paid,Focal mechanisms of 2023 Turkey-Syria aftershocks tell us about local stresses,,
114361805.feb-6-turkey-syria-earthquakes-stressed,2023-02-17T15:26:00.002Z,true,,,newsletter,only_paid,Feb. 6 Turkey-Syria earthquakes stressed regional faults,,
114361804.feb-6-turkey-syria-earthquakes,2023-02-19T22:11:00.008Z,true,,,newsletter,only_paid,"Feb. 6 Turkey-Syria earthquakes triggered rock falls and landslides, a reminder of 2008 M7.9 Wenchuan earthquake in China",,
114361803.stress-change-models-in-wake-of-2023,2023-02-22T13:20:00.004Z,true,,,newsletter,only_paid,Stress change models in wake of 2023 Turkey-Syria earthquakes highlight need for more 3D fault models,,
114361802.m68-earthquake-in-tajikistan-occurred,2023-02-23T01:05:00.002Z,true,,,newsletter,only_paid,M6.8 earthquake in Tajikistan occurred above subducting slab,,
114361801.how-do-we-measure-shaking-in-earthquake,2023-02-15T14:04:00.010Z,true,,,newsletter,only_paid,What controls shaking in an earthquake?,,
114361800.sometimes-earthquakes-hide-in-shaking,2023-02-20T20:49:00.013Z,true,,,newsletter,only_paid,"Earthquakes can ""hide"" in the shaking of other earthquakes - but local seismic networks help",,
114361799.local-deformation-along-surface-trace,2023-02-18T15:08:00.000Z,true,,,newsletter,only_paid,Local deformation along the surface trace of Feb. 6 Turkey-Syria earthquake caused by subsurface geometry,,
114361402.report-highlights-liquefaction-in-2023,2023-02-23T18:04:00.002Z,true,,,newsletter,only_paid,Report highlights liquefaction in 2023 Turkey-Syria earthquake,,
114361401.how-can-earthquake-have-two-different,2023-02-23T14:06:00.003Z,true,,,newsletter,only_paid,How can an earthquake have two different magnitudes?,,
114361400.erosion-in-remote-tajikistan-visible-in,2023-02-23T03:17:00.001Z,true,,,newsletter,only_paid,Erosion in remote Tajikistan visible in satellite imagery,,
114361399.gps-tracks-movement-of-crust-since-2023,2023-02-23T18:26:00.006Z,true,,,newsletter,only_paid,GPS tracks movement of crust since 2023 Turkey-Syria earthquake - a record not available for old quakes,,
114361398.satellite-observations-reveal-surface,2023-02-23T12:37:00.004Z,true,,,newsletter,only_paid,"Satellite observations reveal surface deformation caused by M6.4 aftershock in Hatay, Turkey",,
114361397.fault-creep-in-western-sea-of-marmara,2023-02-24T14:26:00.003Z,true,,,newsletter,only_paid,"Fault creep in the western Sea of Marmara releases some tectonic strain, but Istanbul still at risk",,
114361396.evaluating-istanbuls-seismic-hazard,2023-02-26T15:56:00.007Z,true,,,newsletter,only_paid,Evaluating Istanbul's seismic hazard,,
114361395.did-feb-6-turkey-syria-earthquakes-make,2023-02-25T04:29:00.022Z,true,,,newsletter,only_paid,Did the Feb. 6 Turkey-Syria earthquakes make the Dead Sea Fault more likely to slip?,,
114361394.fossils-of-ancient-earthquakes-on-dead,2023-03-05T01:00:00.002Z,true,,,newsletter,only_paid,Fossils of ancient earthquakes on the Dead Sea Fault,,
114361393.media-feature-washington-post-major,2023-02-23T20:30:00.006Z,true,,,newsletter,only_paid,"Media feature, Washington Post: ""Major aftershocks are still shaking Turkey. When will the quaking end?""",,
114361392.records-from-past-earthquakes-show,2023-03-02T01:45:00.002Z,true,,,newsletter,only_paid,Records from past earthquakes show aftershock variability,,
114361391.moving-forward-after-earthquake,2023-02-27T22:00:00.001Z,true,,,newsletter,only_paid,Moving forward after an earthquake,,
114361390.how-can-people-traumatized-by,2023-03-08T17:58:00.010Z,true,,,newsletter,only_paid,How can people traumatized by an earthquake move forward?,,
114361389.once-one-earthquake-happens-on-dead-sea,2023-02-25T17:21:00.008Z,true,,,newsletter,only_paid,"Once one earthquake happens on the Dead Sea Fault, more might follow",,
114361388.seismic-hazard-update-for-gaziantep_3,2023-03-03T14:37:00.005Z,true,,,newsletter,only_paid,Seismic hazard update for Gaziantep,,
114361387.no-change-in-seismic-activity-on-east,2023-03-10T14:53:00.006Z,true,,,newsletter,only_paid,No change in seismic activity on the East Anatolian Fault before the Feb 6 earthquakes,,
114361386.how-does-stress-change-tell-us-about,2023-03-05T17:21:00.009Z,true,,,newsletter,only_paid,How does stress change tell us about earthquake risk?,,
114361385.breaking-aftershock-patterns-of-feb-6,2023-03-06T21:27:00.023Z,true,,,newsletter,only_paid,Dividing the aftershock patterns of the Feb 6 earthquake sequence into parts,,
114361384.exploring-world-and-earthquakes-with,2023-02-26T22:10:00.006Z,true,,,newsletter,only_paid,"Explore the world (and earthquakes) with Google Earth, through time",,
114361383.what-happened-during-feb-6-turkey-syria,2023-03-01T20:01:00.009Z,true,,,newsletter,only_paid,"What happened during the Feb. 6 Turkey-Syria ruptures, and why aftershocks aren't the same everywhere",,
114361382.how-geologists-use-fault-slip-rates-to,2023-03-04T13:54:00.004Z,true,,,newsletter,only_paid,How geologists use fault slip rates to think about seismic hazard - and why that doesn't always work,,
114361381.update-on-seismicity-near-kayseri-turkey_7,2023-03-07T13:43:00.003Z,true,,,newsletter,only_paid,"Update on seismicity near Kayseri, Turkey",,
114361380.how-much-do-faults-slip-in-earthquakes,2023-03-05T14:23:00.003Z,true,,,newsletter,only_paid,"How much do faults slip in earthquakes, and is the Turkey-Syria sequence ""normal""?",,
114361379.is-adana-at-risk-of-major-ground-shaking,2023-02-27T13:32:00.002Z,true,,,newsletter,only_paid,Is Adana at risk of major ground shaking?,,
114361378.update-on-seismicity-near-kayseri-turkey,2023-03-10T15:37:00.006Z,true,,,newsletter,only_paid,"Update on seismicity near Kayseri, Turkey",,
114361377.seismic-hazard-in-istanbul-is-driven-by,2023-03-10T13:19:00.004Z,true,,,newsletter,only_paid,Seismic hazard in Istanbul is driven by tectonic motions + 1999 Izmit earthquake,,
114361376.whats-difference-between-double,2023-03-06T13:18:00.004Z,true,,,newsletter,only_paid,"What's the difference between ""double-difference earthquakes"" and ""aftershocks""?",,
114361375.global-map-of-seismic-hazard-highlights,2023-02-28T13:18:00.009Z,true,,,newsletter,only_paid,Global map of seismic hazard highlights high-risk regions,,
114361374.article-highlight-gps-stations-can,2023-03-01T21:09:00.001Z,true,,,newsletter,only_paid,Article highlight: GPS stations can record earthquake shaking,,
114361373.creep-on-eastern-east-anatolian-fault,2023-03-03T14:02:00.002Z,true,,,newsletter,only_paid,Creep on the eastern East Anatolian Fault relieves some tectonic stress,,
114361030.interactive-map-of-active-faults-for,2023-03-11T21:57:00.014Z,true,,,newsletter,only_paid,Article highlight: Interactive map of active faults for Eurasia,,
114361029.feb-6-earthquake-causes-aftershocks-on,2023-03-12T18:24:00.012Z,true,,,newsletter,only_paid,Feb. 6 earthquake causes aftershocks on the Cyprus-Hatay Arc,,
114361028.putting-aftershocks-near-adana-into,2023-03-13T22:22:00.005Z,true,,,newsletter,only_paid,Putting aftershocks near Adana into perspective,,
114361027.new-approach-to-modeling-plate,2023-03-11T12:24:00.006Z,true,,,newsletter,only_paid,Article highlight: New approach to modeling plate deformation,,
114361026.m42-earthquake-near-adana-march-11-2023,2023-03-11T21:47:00.003Z,true,,,newsletter,only_paid,"M4.2 earthquake near Adana (March 11, 2023)",,
114361025.first-paper-about-2023-turkey-syria,2023-03-14T11:50:00.012Z,true,,,newsletter,only_paid,First paper about 2023 Turkey-Syria earthquake describes how fast the rupture occurred,,
114361024.aftershocks-of-turkey-syria-sequence,2023-03-13T13:20:00.003Z,true,,,newsletter,only_paid,Aftershocks of the Turkey-Syria sequence highlight fault tips,,
114361023.how-seismicity-and-fault-creep-control,2023-03-15T19:35:00.006Z,true,,,newsletter,only_paid,How seismicity and fault creep control seismicity east of the Feb. 6 rupture in Turkey,,
114361022.why-measuring-creep-on-faults-is,2023-03-14T23:50:00.007Z,true,,,newsletter,only_paid,Why measuring creep on faults is important,,
114361021.m44-earthquake-offshore-sw-cyprus-not,2023-03-15T21:17:00.006Z,true,,,newsletter,only_paid,M4.4 earthquake offshore SW Cyprus not related to Feb 6 earthquake sequence,,
114361020.m47-earthquake-on-north-anatolian-fault,2023-03-16T12:04:00.007Z,true,,,newsletter,only_paid,"M4.7 earthquake on the North Anatolian Fault near Bolu, Turkey (March 16, 2023)",,
114361019.seismic-hazard-update-for-gaziantep,2023-03-18T00:04:00.007Z,true,,,newsletter,only_paid,"Seismic hazard update for Gaziantep, Turkey",,
114361018.is-todays-m46-earthquake-offshore,2023-03-17T01:29:00.009Z,true,,,newsletter,only_paid,"Is today's M4.6 earthquake offshore Mersin, Turkey a sign of something dangerous?",,
114361017.seismic-hazard-update-around-goksun,2023-03-19T01:52:00.008Z,true,,,newsletter,only_paid,"Seismic hazard update around Göksun, Turkey ",,
114361016.unusual-tectonic-setting-of-m67-ecuador,2023-03-18T22:38:00.004Z,true,,,newsletter,only_paid,Unusual tectonic setting of the M6.7 Ecuador earthquake,,
114361015.m67-earthquake-below-ecuador-march-18,2023-03-18T21:21:00.009Z,true,,,newsletter,only_paid,"M6.7 earthquake below Ecuador - March 18, 2023",,
114361014.did-feb-6-2023-turkey-syria-earthquake,2023-03-19T18:14:00.006Z,true,,,newsletter,only_paid,Did the Feb 6 2023 Turkey-Syria earthquake start on the Dead Sea Fault?,,
114361013.are-aftershocks-near-goksun-turkey,2023-03-19T14:05:00.004Z,true,,,newsletter,only_paid,"Are the aftershocks near Göksun, Turkey normal?",,
114361012.update-on-seismic-hazard-near-bingol,2023-03-20T02:51:00.006Z,true,,,newsletter,only_paid,"Update on seismic hazard near Bingöl, Turkey",,
114361011.march-18-2023-m68-earthquake-in-ecuador,2023-03-20T13:48:00.008Z,true,,,newsletter,only_paid,March 18 2023 M6.8 earthquake in Ecuador occurred on a deep slab boundary ,,
114361010.m65-earthquake-below-argentina-march-22,2023-03-22T17:43:00.007Z,true,,,newsletter,only_paid,"M6.5 earthquake below Argentina - March 22, 2023",,
114361009.m46-earthquake-in-california-triggers,2023-03-22T01:12:00.014Z,true,,,newsletter,only_paid,"M4.6 earthquake in California triggers ShakeAlert - March 21, 2023",,
114361008.update-on-aftershocks-around-malatya,2023-03-24T02:14:00.047Z,true,,,newsletter,only_paid,"Update on aftershocks around Malatya, Turkey",,
114361007.earthquakes-below-pamir-and-hindu-kush,2023-03-22T12:44:00.008Z,true,,,newsletter,everyone,Earthquakes below the Pamir and Hindu Kush mountains reveal complex tectonics,,
114361006.m65-earthquake-in-afghanistan-contrasts,2023-03-21T17:42:00.013Z,true,,,newsletter,everyone,M6.5 earthquake in Afghanistan contrasts with recent quake in Tajikistan,,
114361005.m5-earthquake-in-flinders-region,2023-03-23T01:12:00.021Z,true,,,newsletter,only_paid,"M5 earthquake in the Flinders Region, Australia - March 22, 2023",,
114361004.update-on-aftershocks-in-hatay-turkey,2023-03-23T00:43:00.036Z,true,,,newsletter,only_paid,"Update on aftershocks in Hatay, Turkey",,
114361003.m49-aftershock-near-goksun-turkey,2023-03-23T12:02:00.006Z,true,,,newsletter,only_paid,"M4.9 aftershock near Göksun, Turkey",,
114361002.no-earthquakes-are-not-more-frequent-now,2023-03-22T00:50:00.007Z,true,,,newsletter,only_paid,"No, earthquakes are not more frequent now",,
114361001.anthropogenic-earthquakes-along-dead,2023-03-20T19:44:00.015Z,true,,,newsletter,only_paid,"Anthropogenic ""earthquakes"" along the Dead Sea Fault in Lebanon",,
114360754.m56-earthquake-in-western-iran-march-24,2023-03-24T14:13:00.048Z,true,,,newsletter,only_paid,"M5.6 earthquake in western Iran - March 24, 2023",,
114360753.article-highlight-how-lastquake,2023-03-25T11:09:00.020Z,true,,,newsletter,only_paid,Article highlight: How @LastQuake communicates about earthquakes,,
114360752.update-on-seismic-risk-in-adana,2023-03-24T17:35:00.061Z,true,,,newsletter,only_paid,Update on seismic risk in Adana,,
114360751.update-on-march-16-2023-m47-earthquake,2023-03-26T01:09:00.007Z,true,,,newsletter,only_paid,"Update on March 16 2023 M4.7 earthquake near Bolu, Turkey",,
114360750.earthquake-swarm-near-kayseri-turkey,2023-03-27T01:54:00.038Z,true,,,newsletter,only_paid,"Earthquake swarm near Kayseri, Turkey - February-March 2023",,
114360749.population-density-in-india-reflect,2023-03-27T21:09:00.002Z,true,,,newsletter,only_paid,"Population density patterns in India reflect geology, climate",,
114360748.m5-earthquake-in-east-african-rift,2023-03-28T17:18:00.012Z,true,,,newsletter,only_paid,"M5 earthquake in the East African Rift - March 27, 2023",,
114360747.m6-earthquake-offshore-japan-march-28,2023-03-28T13:03:00.005Z,true,,,newsletter,only_paid,"M6 earthquake offshore Japan - March 28, 2023",,
114360746.m47-earthquake-near-molise-italy-march,2023-03-29T01:01:00.015Z,true,,,newsletter,only_paid,"M4.7 earthquake near Molise, Italy - March 28, 2023",,
114360745.should-we-expect-large-earthquake-on,2023-03-28T20:42:00.009Z,true,,,newsletter,only_paid,Should we expect a large earthquake on the Afrin fault?,,
114360744.m63-earthquake-offshore-chile-occurred,2023-03-30T20:16:00.011Z,true,,,newsletter,only_paid,M6.3 earthquake offshore Chile occurred within 2010 M8.8 Maule earthquake rupture area,,
114360743.march-29-m48-near-goksun-turkey,2023-03-30T15:26:00.008Z,true,,,newsletter,only_paid,"March 29 M4.8 near Göksun, Turkey represents continued aftershock activity",,
114360742.earthquake-early-warning-for-everyone,2023-03-31T00:53:00.002Z,true,,,newsletter,only_paid,Earthquake Early Warning for everyone,,
114360741.m46-earthquake-in-nepal-is-reminder-of,2023-04-01T13:34:00.010Z,true,,,newsletter,only_paid,M4.6 earthquake in Nepal is reminder of M7.8 2015 and potential for future great quakes,,
114360740.april-1-m45-near-near-samandag-turkey,2023-04-01T14:13:00.006Z,true,,,newsletter,only_paid,"April 1 M4.5 near near Samandağ, Turkey is largest in region since March 1",,
114360739.feb-6-turkey-syria-earthquake-triggered,2023-04-03T01:37:00.004Z,true,,,newsletter,only_paid,Feb. 6 Turkey-Syria earthquake triggered seismicity on Dead Sea Fault,,
114360738.m7-earthquake-in-papua-new-guinea,2023-04-02T20:30:00.003Z,true,,,newsletter,only_paid,M7 earthquake in Papua New Guinea related to collision of Australian and Pacific plates,,
114360737.m55-earthquake-in-flores-sea-indonesia,2023-04-02T15:00:00.005Z,true,,,newsletter,only_paid,"M5.5 earthquake in the Flores Sea, Indonesia occurred in active tectonic region",,
114360736.m46-earthquakes-largest-aftershock-near,2023-03-31T12:20:00.006Z,true,,,newsletter,only_paid,M4.6 earthquake is largest aftershock near Gaziantep in >3 weeks,,
114360735.m65-earthquake-below-kamchatka-occurred,2023-04-03T13:01:00.007Z,true,,,newsletter,only_paid,M6.5 earthquake below Kamchatka occurred near 5th largest quake ever recorded,,
114360734.m61-earthquake-in-panama-occurred-at,2023-04-05T00:49:00.007Z,true,,,newsletter,only_paid,"M6.3 earthquake in Panama occurred at junction of Nazca, Cocos, and Panama Plates - April 4, 2023",,
114360733.media-feature-earthquakes-cannot-be,2023-04-10T11:52:00.001Z,true,,,newsletter,only_paid,Media feature: Earthquakes cannot be predicted - but WHY not?,,
114360732.did-feb-6-earthquakes-in-southeastern,2023-04-09T16:04:00.004Z,true,,,newsletter,only_paid,Did the Feb. 6 earthquakes in southeastern Turkey cause increased seismicity in northern Turkey?,Short answer: no.,
114360731.understanding-tectonics-of-turkey-and,2023-04-06T23:25:00.002Z,true,,,newsletter,only_paid,"Understanding the tectonics of Turkey, and how it drives earthquakes",,
114360730.alert-level-orange-at-nevado-del-ruiz,2023-04-09T03:07:00.003Z,true,,,newsletter,only_paid,"Alert level orange at Nevado del Ruiz volcano, Colombia",,
114360729.m43-earthquake-in-northeast-india-is,2023-04-12T02:08:00.005Z,true,,,newsletter,only_paid,M4.3 earthquake in northeast India is reminder of seismic activity across the Indian Plate ,,
114360728.oil-production-in-oklahoma-likely,2023-04-06T12:27:00.009Z,true,,,newsletter,only_paid,Oil production in Oklahoma likely responsible for today's M4.2 earthquake,,
114360727.two-months-after-2023-turkey-syria,2023-04-04T20:59:00.003Z,true,,,newsletter,only_paid,"Two months after 2023 Turkey-Syria earthquake, aftershocks still felt",,
114360726.m45-earthquake-rattles-san-jose,2023-04-04T23:31:00.010Z,true,,,newsletter,only_paid,"M4.5 earthquake rattles San Jose, California - April 4, 2023",,
114360725.m61-earthquake-below-west-coast-of,2023-04-03T17:48:00.001Z,true,,,newsletter,only_paid,M6.1 earthquake below west coast of Sumatra felt in Kuala Lumpur and Singapore,,
114357624.how-to-use-the-substack-editor,,false,,,newsletter,everyone,,,
